Year,STATE_NAME,COUNTY_NAME,STATE_ID,COUNTY_ID,Per_Capita_Exp_ESRD,Avg_Risk_Score_ESRD,Person_Years_ESRD,Per_Capita_Exp_DIS,Avg_Risk_Score_DIS,Person_Years_DIS,Per_Capita_Exp_AGDU,Avg_Risk_Score_AGDU,Person_Years_AGDU,Per_Capita_Exp_AGND,Avg_Risk_Score_AGND,Person_Years_AGND
2022,Indiana,Tippecanoe,15,780,110016.68,1.07068,58.08,12762.61,1.0272,1141.5,25742.42,1.17704,810.58,10135.36,0.98001,10385.08
2022,Indiana,Tipton,15,790,*,*,*,9911.99,0.95471,115.92,16742.2,1.05028,84,11504.13,1.03282,1339.5
2022,Indiana,Union,15,800,*,*,*,11570.64,1.17471,83.17,24703.57,1.10021,83.33,12234.59,1.02534,613.42
2022,Indiana,Vanderburgh,15,810,90075.97,1.00547,95.42,12665.77,1.06336,1684.08,21573.27,1.11947,1170,10330.97,0.93729,13495
2022,Indiana,Vermillion,15,820,97318.19,0.99155,13.83,13246.69,1.0767,195.83,21398.73,1.13089,159.33,11309.84,1.04375,1450.67
2022,Indiana,Vigo,15,830,82567.7,1.01173,70.83,12803.62,1.09453,1290.17,18756.21,1.03157,1135.42,11743.67,1.07899,7837.17
2022,Indiana,Wabash,15,840,101758.22,1.03973,11.17,11005.82,0.93336,333.33,17801.01,1.02175,237.42,9316.9,0.93257,2626.33
2022,Indiana,Warren,15,850,*,*,*,11353.59,1.11664,84.17,23674.12,0.96483,52.67,10891.05,1.01519,872
2022,Indiana,Warrick,15,860,89512.28,0.99098,35.58,11817.01,1.0166,441.75,29321.13,1.13249,349.67,10662.47,0.91829,5318.33
2022,Indiana,Washington,15,870,105143.62,0.98875,14.42,12827,1.15034,312.92,25691.04,1.14238,188.33,10520.38,1.05277,1876.67
2022,Indiana,Wayne,15,880,96151.69,1.103,72.42,13392.24,1.06855,1237.33,22314.37,1.097,976.33,11191.67,1.01681,6224.17
2022,Indiana,Wells,15,890,69053.07,0.84935,11.25,11785.38,1.00429,214.92,17189.66,0.93353,115,11106.53,0.95846,1755.25
2022,Indiana,White,15,900,93185.92,0.89661,12.17,12118.82,0.96614,173.67,21280.15,1.07187,160.42,10310.7,0.99793,2606.67
2022,Indiana,Whitley,15,910,83854.57,0.96835,9.25,11643.41,1.06472,181.08,17871.47,1.00883,103.83,10396.14,0.92151,1673.67
2022,Iowa,Adair,16,000,*,*,*,13637.06,0.98036,75.33,21880.67,0.88279,57.58,13590.82,0.92166,1009.17
2022,Iowa,Adams,16,010,*,*,*,10476.79,0.87391,100.75,23815.64,1.04162,49,12836.92,0.94707,637.83
2022,Iowa,Allamakee,16,020,70286.04,0.9822,10.17,13492.65,0.96895,133.5,14317.07,0.88629,110.92,9878.39,0.89661,1734.5
2022,Iowa,Appanoose,16,030,103709.64,1.17638,8.42,11655.37,0.96309,189.58,14428.69,0.99644,112.58,9863.35,0.926,1508
2022,Iowa,Audubon,16,040,*,*,*,15285.98,1.11295,87.92,23851.43,0.98084,66.42,11376.53,0.92533,1017.5
2022,Iowa,Benton,16,050,89668.09,0.98508,14.58,11527.93,0.96995,197.83,14413.46,0.89819,94.5,9686.86,0.92897,2671.83
2022,Iowa,"Black Hawk",16,060,97182.52,1.07796,43.17,9472.9,0.99388,1203.83,16515.3,1.00756,484.58,9919.39,0.97728,8864.08
2022,Iowa,Boone,16,070,92017,1.07873,10.25,12959.51,1.10475,254,17180.72,0.99906,154.17,9680.24,0.9602,3062.17
2022,Iowa,Bremer,16,080,91549.25,1.22874,8,12429.1,0.90377,117.33,21030.96,1.16217,60.42,10202.93,0.91252,2806.92
2022,Iowa,Buchanan,16,090,*,*,*,11113.67,0.90102,150.58,16547.73,0.81284,77.5,10894.44,0.94944,1901.92
2022,Iowa,"Buena Vista",16,100,59046.18,0.7637,10.75,10999.03,0.88591,144,16023.67,0.79647,155.67,10282.04,0.84449,2182.33
2022,Iowa,Butler,16,110,79056.04,1.07127,9.5,9625.01,1.0154,101,18990.43,0.94966,80.5,11049.45,0.95533,1989.42
2022,Iowa,Calhoun,16,120,*,*,*,13768.02,1.09496,127.92,21004.1,1.00185,91.5,11282.33,0.91128,1601.33
2022,Iowa,Carroll,16,130,79993.26,1.03025,14.42,12284.5,1.01825,268.17,17509.2,1.10673,110,10242.76,0.93699,2856.5
2022,Iowa,Cass,16,140,*,*,*,11263.57,0.95882,262.17,21005.75,0.97419,160.33,11104.6,0.92879,2059.25
2022,Iowa,Cedar,16,150,*,*,*,10731.08,0.98759,104.08,19629.56,1.10566,56.83,9456.9,0.94831,1810.83
2022,Iowa,"Cerro Gordo",16,160,72126.86,1.00662,32.58,11635.85,0.91646,558.08,18920.91,1.02754,430.08,10984.04,0.98126,5859.67
2022,Iowa,Cherokee,16,170,*,*,*,13667.93,1.07314,121,20850.68,0.96987,87.33,10903.12,0.86462,1853.58
2022,Iowa,Chickasaw,16,180,*,*,*,12705.18,0.87058,84.83,23028.68,1.04203,64.58,13256.59,0.93572,1294.67
2022,Iowa,Clarke,16,190,*,*,*,13615.64,1.11123,85.33,26493.81,1.00795,79.67,12531.62,0.95099,974.83
2022,Iowa,Clay,16,200,125069.74,0.94888,9.5,9721.68,0.995,197.67,16030.37,1.05937,175.92,9952.36,0.95615,2498.75
2022,Iowa,Clayton,16,210,*,*,*,13350.39,1.05722,200.33,17812.73,0.92464,119.92,11151.09,0.92346,2084.92
2022,Iowa,Clinton,16,220,69144.2,0.90606,19.17,10465.1,0.98041,455.5,14877.08,1.13428,251.42,10835.32,1.01795,4571.67
2022,Iowa,Crawford,16,230,86740.59,0.95629,10.83,11565.33,0.98762,182.83,13775.65,0.78869,112.92,11549.72,0.87988,1785.83
2022,Iowa,Dallas,16,240,87790.48,0.99326,22.08,11433.42,1.0616,355.33,14609.36,0.8858,229.25,9259.78,0.94487,6662.42
2022,Iowa,Davis,16,250,*,*,*,13078.55,1.08936,69.58,16217.24,1.01237,57.33,11981.93,0.92813,934.42
2022,Iowa,Decatur,16,260,*,*,*,12382.01,0.87353,114.58,19601.93,0.81091,89.42,11826.05,0.87901,872
2022,Iowa,Delaware,16,270,*,*,*,11086.36,0.81226,135.25,16450.87,1.00006,67,9895.39,0.91961,2083.25
2022,Iowa,"Des Moines",16,280,69481.64,0.91009,23.75,12768.72,1.01239,494,17517.53,1.00205,222.25,10818.64,0.98711,4728.92
2022,Iowa,Dickinson,16,290,96783.89,0.9912,7.75,10605.28,0.97802,148.92,13928.15,0.93802,123.75,9644.94,0.92654,3394.67
2022,Iowa,Dubuque,16,300,82578.07,1.06668,50.75,9364.06,1.01111,1293.08,14489.75,0.99963,763.25,8757.93,0.89108,4938
2022,Iowa,Emmet,16,310,*,*,*,12502.92,1.02004,100.42,20706.62,0.91499,93.08,11333.87,0.93193,1356.08
2022,Iowa,Fayette,16,320,66262.14,1.04508,13.67,10223.47,1.12689,215.42,19158.42,1.00755,142.25,11734.04,0.9537,2474.75
2022,Iowa,Floyd,16,330,117444.94,1.11966,9.17,7655.58,0.78286,247,20625.19,0.95454,122.67,11507.02,0.88954,2060.75
2022,Iowa,Franklin,16,340,*,*,*,11723.76,0.9275,112.33,22792.7,0.91516,69.67,12828.5,0.97822,1366.5
2022,Iowa,Fremont,16,350,*,*,*,12458.51,0.86729,89.42,22059.86,1.05756,71.25,11241.66,0.92243,1011.75
2022,Iowa,Greene,16,360,*,*,*,10625.46,1.11253,84.25,20717.49,0.90322,52.67,11586.78,0.99162,1137.75
2022,Iowa,Grundy,16,370,*,*,*,12233.88,0.80516,73.58,20160.04,1.04198,47.58,11021.12,0.94609,1591.08
2022,Iowa,Guthrie,16,380,*,*,*,15325.24,1.12121,92.75,15391.02,0.89251,83.08,10222.91,0.85897,1535.75
2022,Iowa,Hamilton,16,390,81350.98,1.05127,12.92,12050.35,0.98998,148.83,23829.11,1.17168,76.08,11404.18,1.05102,1840.17
2022,Iowa,Hancock,16,400,*,*,*,11711.44,0.93971,91.58,24125.53,1.04143,78.92,13183.64,1.04729,1407.5
2022,Iowa,Hardin,16,410,72375.06,0.93521,9,13792.19,1.1642,129.92,25027.47,1.04882,98.33,12473.39,1.02626,2040.33
2022,Iowa,Harrison,16,420,*,*,*,13952.46,1.182,192.92,23031.49,1.08467,103.17,10712.75,0.98157,1847.75
2022,Iowa,Henry,16,430,89356.08,0.97626,12.67,12750.57,0.9624,177.5,21286.91,1.07048,151.67,10384.8,0.94311,2302.83
2022,Iowa,Howard,16,440,*,*,*,13000.71,1.04964,100.5,17940.48,0.92472,70,11602.6,0.89834,1435.67
2022,Iowa,Humboldt,16,450,55885.72,0.96779,9,10782.27,0.86236,97.17,19803.36,0.94754,64.67,11767.17,0.95457,1440.83
2022,Iowa,Ida,16,460,*,*,*,13501.91,1.10636,51.92,17895.74,0.87178,60.25,11911.33,0.85321,1056.33
2022,Iowa,Iowa,16,470,*,*,*,11807.5,0.99009,110.5,22410.44,1.0824,76.08,10873.78,0.92651,1842
2022,Iowa,Jackson,16,480,86192.28,1.01536,11.83,10012.75,0.95507,265.33,13683.43,0.86209,123,10434.53,0.91729,1765
2022,Iowa,Jasper,16,490,94299.48,1.06939,16.5,10318.51,0.93779,337,14984.89,0.96689,155.17,9445.72,0.91991,3772.17
2022,Iowa,Jefferson,16,500,67008.98,0.93615,8.33,8805.97,0.73863,161.83,13359.19,0.8325,151.83,9278.02,0.83332,2014.17
2022,Iowa,Johnson,16,510,71159.07,1.01685,45.83,10394.94,0.92806,987.58,17231.18,0.89296,491.25,9372.97,0.90214,9836.67
2022,Iowa,Jones,16,520,*,*,*,11086.81,0.98258,170.17,12673.84,1.03848,92.33,10402.64,0.99085,2189.08
2022,Iowa,Keokuk,16,530,*,*,*,14124.16,0.85425,88.33,14029.41,0.85156,62.17,9970.46,0.90503,1174
2022,Iowa,Kossuth,16,540,77366.66,1.02316,12.42,12141.25,0.94216,194.58,12561.4,0.87604,109.75,11564.12,0.89484,2654.83
2022,Iowa,Lee,16,550,59927.26,0.99425,38.58,12366.28,1.03419,499.5,20750.35,1.00664,316,9860.87,0.92506,4286.5
2022,Iowa,Linn,16,560,88989.42,1.05291,98.67,10701.38,1.01943,1567.5,15685.84,1.01291,710.67,9908.09,0.99957,16675.67
2022,Iowa,Louisa,16,570,*,*,*,10029.55,0.8267,90.83,13900.04,1.04203,71.08,8830.64,0.88695,1097.83
2022,Iowa,Lucas,16,580,*,*,*,13032.61,0.92818,82,14937.32,1.05628,60.75,10371.86,0.9025,1022.75
2022,Iowa,Lyon,16,590,*,*,*,12842.75,1.14627,76.67,17740.66,1.0051,53.08,11519.21,0.93036,1295.08
2022,Iowa,Madison,16,600,*,*,*,11481.55,0.99858,92,19907.36,0.89648,61.75,10797.46,0.91014,1583.17
2022,Iowa,Mahaska,16,610,80263.04,0.97474,13.83,11556.86,0.95744,181.83,20454.97,0.90811,125.33,10341.97,0.9084,2007.67
2022,Iowa,Marion,16,620,60518.23,0.91699,11.92,11183.24,0.88502,299,18854.2,0.9405,166.25,10391.04,0.95996,3742.67
2022,Iowa,Marshall,16,630,93591.64,0.98247,27.17,10369.04,0.97767,309.25,14210.5,0.98881,194.08,10453.27,1.07744,3282.42
2022,Iowa,Mills,16,640,*,*,*,10289.67,0.97746,199.58,17032.92,0.99541,89.33,10414.97,0.94167,1638.42
2022,Iowa,Mitchell,16,650,*,*,*,14343.77,0.88077,108.92,12368.89,0.96291,76.08,10487.85,0.88011,1767.58
2022,Iowa,Monona,16,660,61931.84,0.95009,10.25,11217.54,0.79252,97.5,21557.64,0.93725,83.58,10154.67,0.83835,1195.92
2022,Iowa,Monroe,16,670,*,*,*,13026.42,0.92957,80.25,17052.7,0.86114,68.25,12994.42,0.97175,864
2022,Iowa,Montgomery,16,680,*,*,*,16758.59,0.97244,164.33,16338.26,0.94312,99.42,13271.61,0.96375,1340.17
2022,Iowa,Muscatine,16,690,64793.04,1.01838,25.5,11725.21,1.0909,341.83,22882.2,1.11993,224.5,9932.76,0.9774,3543.25
2022,Iowa,"O'Brien",16,700,65809.76,0.9571,11.25,9747.76,0.86306,221,13966.19,1.01061,111.67,10432.18,0.89858,2095.17
2022,Iowa,Osceola,16,710,*,*,*,12310.32,0.83595,52.58,11725.54,0.95907,48.83,10074.04,0.9176,937.83
2022,Iowa,Page,16,720,84255.08,1.07106,16,12694.42,0.94821,277,25281.02,1.08044,202.08,12695.58,0.9759,2112.42
2022,Iowa,"Palo Alto",16,730,*,*,*,12533.01,0.91187,135.08,17644.27,0.86035,111.67,11265.88,0.9409,1399.58
2022,Iowa,Plymouth,16,740,92104.17,1.04192,13.75,12207.76,1.03677,163.67,16733.03,0.98217,130.92,10805.6,0.98377,2929.92
2022,Iowa,Pocahontas,16,750,*,*,*,15485.72,1.05899,75.42,19693.11,1.02753,71.42,10810.2,0.96523,1158.58
2022,Iowa,Polk,16,760,77442.63,1.01631,189,10206.19,0.99122,2742.08,14743.13,0.93384,1544.83,9385.47,0.96748,31962.33
2022,Iowa,Pottawattamie,16,770,80060.49,1.05196,40.58,10534.01,1.0429,984.58,20063.45,1.05999,418.33,10356.67,1.03432,7534.5
2022,Iowa,Poweshiek,16,780,80470.78,1.00981,10.83,10508.02,0.93671,130.83,11846.92,0.902,97.83,8750.91,0.89806,2229.67
2022,Iowa,Ringgold,16,790,*,*,*,16945.32,0.87683,73.75,21020.49,1.00151,81.67,13707.92,0.89695,795.25
2022,Iowa,Sac,16,800,*,*,*,18760.64,1.02436,113.67,25580.19,0.96234,78.5,12287.93,0.85327,1777.17
2022,Iowa,Scott,16,810,72778.09,0.98313,105.33,11044.63,1.03459,1193.5,14324.61,0.97307,556.67,9702.03,0.98024,12981.33
2022,Iowa,Shelby,16,820,*,*,*,11002.92,1.0543,203.75,18677.41,0.99172,94.25,11844.66,0.97024,1888.17
2022,Iowa,Sioux,16,830,70448.59,0.87448,12.75,11043.67,0.88019,250.58,18796.53,0.94305,148.83,11621.41,0.89501,3890.75
2022,Iowa,Story,16,840,65929.27,1.04033,19.42,10011.51,1.00737,531.58,17220.26,0.97746,249.92,9094.73,1.01141,8164.92
2022,Iowa,Tama,16,850,76140.85,1.03241,10.83,15283.65,1.07736,130.75,13905.24,0.98472,95.75,9553.46,0.9966,1716.92
2022,Iowa,Taylor,16,860,*,*,*,12417.21,0.93939,124.75,24980.01,0.96958,78.33,13584.12,0.98433,1053.92
2022,Iowa,Union,16,870,*,*,*,12531.45,1.03999,178.17,16507.15,0.9189,102.42,13112.41,0.91131,1460.83
2022,Iowa,"Van Buren",16,880,*,*,*,10907.39,0.86895,82.67,17780.07,0.86766,61,10818.67,0.87554,947.58
2022,Iowa,Wapello,16,890,82776.15,0.96799,21,9122.9,0.91667,370.08,14248.1,0.88157,244.58,10301.79,0.98217,2900.58
2022,Iowa,Warren,16,900,71627.83,1.24209,12.67,11370.64,1.07195,301.5,20978.39,1.11579,145.83,9340.56,0.99647,4395.83
2022,Iowa,Washington,16,910,117550.87,1.12838,14.42,12731.47,1.02319,178.75,14937.62,0.92272,124.67,10357.71,0.93062,2439
2022,Iowa,Wayne,16,920,*,*,*,8037.73,0.75705,59,29780.77,0.86146,43.67,11324.77,0.8661,816.83
2022,Iowa,Webster,16,930,71651.1,1.02056,25.5,9796,0.9983,397.42,13890.3,1.02836,232.25,9586.58,1.0002,4095.5
2022,Iowa,Winnebago,16,940,*,*,*,10125.25,0.91391,88.17,14455.79,1.00475,69.42,11601.05,0.98876,1386.25
2022,Iowa,Winneshiek,16,950,108617.02,0.9462,8.67,11462.54,0.8427,160.67,14458.41,0.85761,128.17,10660,0.82497,2674.5
2022,Iowa,Woodbury,16,960,82546.23,1.01304,64.92,13121.82,1.06225,865.08,16045.59,0.96036,493.67,9607.88,0.97539,7001.42
2022,Iowa,Worth,16,970,*,*,*,11939.08,0.89753,63.42,16836.18,0.82322,57.92,10765.95,0.99059,859.08
2022,Iowa,Wright,16,980,70070.85,0.90199,17.08,13094.01,1.15931,143,17508.32,0.91087,108.83,10891.62,1.04855,1875.33
2022,Kansas,Allen,17,000,62635.82,0.83433,11.17,13638.96,0.98546,195.08,26074.27,1.0322,114.08,12355.58,0.94551,1478.58
2022,Kansas,Anderson,17,010,*,*,*,15136.47,0.99695,95.33,26587.7,1.00191,61,14321.98,0.90517,964
2022,Kansas,Atchison,17,020,*,*,*,14927.26,0.99773,170.58,17150.12,0.86144,136.42,10866.65,0.9225,1651.08
2022,Kansas,Barber,17,030,*,*,*,14132.36,0.94819,79.33,31021.8,0.82955,46.92,14740.17,0.93392,811
2022,Kansas,Barton,17,040,84250.03,1.10211,10.42,14647.01,0.92836,477.67,25610.97,1.0102,230.75,12171.43,0.92539,3727
2022,Kansas,Bourbon,17,050,*,*,*,9463.62,1.03777,151.42,12660.68,1.03503,76,9249.54,1.02153,1517.5
2022,Kansas,Brown,17,060,*,*,*,10766.85,1.06381,180.42,20573.5,1.02415,118.25,10582.43,0.91474,1431.75
2022,Kansas,Butler,17,070,85282.39,0.98462,31.33,11566.98,1.04507,512.25,23801.87,1.16607,197.42,9696.83,0.95485,5878.33
2022,Kansas,Chase,17,080,*,*,*,13804.72,1.27674,31.75,21513.39,0.97158,30,10136.88,0.82807,367.25
2022,Kansas,Chautauqua,17,090,*,*,*,7912.56,0.93895,77.58,22437.44,1.25534,45,10516.02,0.89941,502.67
2022,Kansas,Cherokee,17,100,72518.54,0.99152,17,10877.68,1.01071,260.92,27084.94,1.18037,125.92,10675.36,1.05498,1850.83
2022,Kansas,Cheyenne,17,110,*,*,*,24926.77,0.78813,29.17,14951.87,0.71802,31.42,13896.26,0.83086,487.75
2022,Kansas,Clark,17,120,.,.,.,17783.08,0.9926,21.75,28999.82,0.87948,27.83,16605.37,0.94678,271.5
2022,Kansas,Clay,17,130,90127.2,0.99613,9.5,13569.51,0.99059,125.25,27725.59,1.09817,97.92,10261.54,0.8472,1352.75
2022,Kansas,Cloud,17,140,*,*,*,11884.45,0.82383,174,19929.56,0.91685,114.5,12050.2,0.8697,1373
2022,Kansas,Coffey,17,150,58373.32,1.16974,10,14371.27,1.05224,132.5,16496.13,0.93165,68.67,10129.95,0.89123,1208.92
2022,Kansas,Comanche,17,160,.,.,.,8253.07,0.95148,27.67,19148.15,0.98799,33.5,13354.45,0.89004,253.92
2022,Kansas,Cowley,17,170,60295.24,0.98914,24.75,9919.62,0.92718,406.33,18524.87,0.96105,247.08,9589.6,0.96869,3825.17
2022,Kansas,Crawford,17,180,82807.17,1.02494,19.17,11112.89,0.95308,455,21882.34,0.95944,231.92,10619.67,0.94782,3573.5
2022,Kansas,Decatur,17,190,*,*,*,15715.32,0.92714,35,30219.81,1.02604,27.83,13612.03,1.03063,391.33
2022,Kansas,Dickinson,17,200,84042.04,0.91072,13.17,13340.13,0.91069,330.17,23208.46,1.03016,160,11317.75,0.9102,2716.5
2022,Kansas,Doniphan,17,210,*,*,*,13095.22,1.14771,101.33,33441.04,1.26444,46.67,10670.07,0.9574,988.58
2022,Kansas,Douglas,17,220,76037.78,1.03695,41.08,12112.36,0.94416,740.08,22840.77,1.00011,285.67,10147.01,0.91087,9549.92
2022,Kansas,Edwards,17,230,*,*,*,12319.07,0.91878,41.83,17557.75,0.79448,26.92,14587.73,0.93839,391.17
2022,Kansas,Elk,17,240,*,*,*,13974.43,1.10385,43.25,21148.85,0.89244,33.75,11488.98,0.90966,458.25
2022,Kansas,Ellis,17,250,84085.8,0.94219,17.33,13373.65,1.12087,384.75,20914.02,1.16315,231.42,11174.49,0.99759,3198.25
2022,Kansas,Ellsworth,17,260,*,*,*,17359.23,1.02234,84.33,32527.3,1.19764,46.17,11448.91,0.87486,801.92
2022,Kansas,Finney,17,270,94554.49,0.91695,24.67,11178.53,0.97413,345.58,18466.38,0.9296,224.33,10424,0.91683,2286.5
2022,Kansas,Ford,17,280,73934.64,1.05251,19.25,8918.98,0.99323,298.08,13990.55,0.93025,224.92,9609.3,0.93192,2148.33
2022,Kansas,Franklin,17,290,85607.02,1.02743,12.08,12977.42,1.01109,317.42,28069.87,1.2824,163.58,11272.77,0.99047,2936.5
2022,Kansas,Geary,17,300,88689.85,0.94107,17.92,9966.78,0.93165,298.58,18248.93,1.03403,144.17,9766,0.96073,1867
2022,Kansas,Gove,17,310,*,*,*,7077.31,0.73581,14.75,30857.94,1.3207,20.08,14473.18,1.14859,443.83
2022,Kansas,Graham,17,320,*,*,*,18852.31,1.24162,54.17,28932.29,1.14408,41.58,12748.99,1.00653,468.5
2022,Kansas,Grant,17,330,*,*,*,8921.33,0.94103,67.92,22613.24,0.97579,42.5,9803.79,0.85024,561.17
2022,Kansas,Gray,17,340,*,*,*,9314.34,1.05528,46.5,18207.71,0.95736,50.92,8998.23,0.88358,650
2022,Kansas,Greeley,17,350,*,*,*,13428.14,0.79765,12.92,19028.98,1.00631,14.25,12670.29,0.93946,197.58
2022,Kansas,Greenwood,17,360,*,*,*,10388.21,0.84564,113.42,23739.09,0.90128,50.5,10907.78,0.89732,913.75
2022,Kansas,Hamilton,17,370,*,*,*,15480.96,1.01844,30.58,65550.25,1.19965,16.25,12176,0.92756,227.83
2022,Kansas,Harper,17,380,*,*,*,12564.87,1.09974,85.33,24440.17,1.1578,61,12521.14,0.89405,866.42
2022,Kansas,Harvey,17,390,70040.97,0.97784,23.25,13920.04,1.15419,321.08,20487.06,1.22874,224.17,9962,1.04054,3850
2022,Kansas,Haskell,17,391,*,*,*,19351.16,1.11585,23.33,18371.41,0.85158,38.75,12407.45,0.94755,359.5
2022,Kansas,Hodgeman,17,410,*,*,*,9576.42,0.90524,25.67,33846.56,1.43557,10.58,15410.04,1.02963,284.17
2022,Kansas,Jackson,17,420,*,*,*,13431.25,0.95466,145,21588.43,1.06877,64.42,11327.2,0.95794,1500.17
2022,Kansas,Jefferson,17,430,*,*,*,14268.85,1.17264,181.17,23095.77,1.11126,76,10642.85,0.97782,1836.42
2022,Kansas,Jewell,17,440,*,*,*,15035.45,0.75924,49.58,31000.64,0.7884,42.92,12431.69,0.86768,583.17
2022,Kansas,Johnson,17,450,89732.48,1.00514,209.67,14148.86,1.06317,2548.17,25360.58,1.1728,1164.5,10885.16,0.96718,44864
2022,Kansas,Kearny,17,451,*,*,*,7471.79,0.7866,37.58,15858.73,1.07515,31.33,12102.52,0.90362,386
2022,Kansas,Kingman,17,470,*,*,*,14707.07,0.85616,110.25,30297.96,1.22306,61.17,13304.63,0.94956,1158.67
2022,Kansas,Kiowa,17,480,.,.,.,13134.56,1.17297,55.33,14997.84,0.86549,25.58,11943.71,0.88602,401.08
2022,Kansas,Labette,17,490,69854.19,0.94496,15.25,7698.95,0.74405,408.08,20759.22,0.98632,177.42,9435.31,0.84191,2102.75
2022,Kansas,Lane,17,500,*,*,*,13591.33,0.80799,16.92,44242.25,1.26125,16.25,16482.42,0.95906,305.25
2022,Kansas,Leavenworth,17,510,102121.91,1.07626,34.92,13557.21,1.08386,477.67,28745.81,1.1675,164.58,10433.72,1.06002,6401.08
2022,Kansas,Lincoln,17,520,*,*,*,8933.2,0.92105,51.08,28896.36,0.88439,36.17,13818.66,0.90546,505.33
2022,Kansas,Linn,17,530,*,*,*,12645.6,1.0417,118.25,24299.49,1.07203,44.58,10028.03,0.92709,956.58
2022,Kansas,Logan,17,540,.,.,.,19264.85,0.95792,29.25,30630.99,0.98588,14.33,15666.81,1.02528,362.92
2022,Kansas,Lyon,17,550,77605.82,1.11276,20.92,12675.17,1.02494,424.5,21599.76,1.05759,236.25,10398.96,0.93287,3539.83
2022,Kansas,McPherson,17,560,87354.17,1.01101,18.25,11946.55,0.92512,295.92,19347.39,0.94796,228.25,11014.66,0.90063,4090.67
2022,Kansas,Marion,17,570,*,*,*,14127.27,0.9796,146.33,24121.77,1.07032,112.75,11006.13,0.90704,1906.75
2022,Kansas,Marshall,17,580,*,*,*,12586.12,0.85642,161.58,25019.72,0.9318,102.33,10977.06,0.89122,1770.08
2022,Kansas,Meade,17,590,*,*,*,13449.31,0.92701,41.58,11316.43,0.84024,23.75,12448.67,0.89686,436.75
2022,Kansas,Miami,17,600,95313.33,1.02414,13.5,13538.83,0.99742,343.42,27668.71,1.16887,129.25,11200.41,0.98772,2852.25
2022,Kansas,Mitchell,17,610,79278.31,0.98772,8.17,10481.19,0.93384,73.17,24957.32,1.07616,64.08,13610.58,1.02876,1000.42
2022,Kansas,Montgomery,17,620,70291.72,0.97294,27.75,9526.53,0.86485,485.17,19283.37,1.04306,249.92,10307.62,0.90824,3153.75
2022,Kansas,Morris,17,630,*,*,*,10920.62,0.85535,71.58,19149.23,0.95968,38.58,10604.26,0.85638,954.58
2022,Kansas,Morton,17,640,*,*,*,12404.12,0.9159,36.58,34116.9,1.20657,20.17,12379.55,0.90615,321.75
2022,Kansas,Nemaha,17,650,*,*,*,11288.04,0.95278,130.08,25152.72,0.94751,89.25,11647.07,0.89992,1594
2022,Kansas,Neosho,17,660,72866.9,0.98647,12,13459.34,1.08558,217.42,25972.29,1.07893,136.25,10258.31,0.91679,1933.33
2022,Kansas,Ness,17,670,*,*,*,15285.33,0.85737,36,26796.5,0.99053,27.67,14378.76,0.99968,535
2022,Kansas,Norton,17,680,*,*,*,16231.94,0.9809,78.75,19110.88,0.87871,35.92,13472.32,0.97265,601.08
2022,Kansas,Osage,17,690,*,*,*,10142.84,1.07006,212.75,28308.84,1.20621,73.42,10236.39,1.02558,1664.67
2022,Kansas,Osborne,17,700,*,*,*,12497.88,0.86834,54.17,23237.76,1.14936,49.58,14086.75,0.98579,624.58
2022,Kansas,Ottawa,17,710,*,*,*,8937.04,1.06904,82.75,33211.61,1.05657,40.17,11895.81,0.84912,854.08
2022,Kansas,Pawnee,17,720,*,*,*,16007.84,1.14163,107.25,24289.86,0.85893,65.75,14298.65,1.00779,823
2022,Kansas,Phillips,17,730,*,*,*,16852.52,0.9415,95.08,17236.36,0.9972,42.83,14082.51,0.96732,913.83
2022,Kansas,Pottawatomie,17,740,65229.16,1.01904,15.92,10920.96,1.05121,206.75,21186.23,1.04189,115.33,11000.13,0.97724,2488.33
2022,Kansas,Pratt,17,750,*,*,*,11788.42,0.9515,155.58,23910.69,1.13453,94.83,10839.72,0.97438,1459.33
2022,Kansas,Rawlins,17,760,*,*,*,15641.03,1.15012,38,28620.08,1.2446,24,14034.79,0.95302,486.33
2022,Kansas,Reno,17,770,77946.06,1.0018,48.67,11124.2,1.01156,941,21386.41,1.10287,515.58,9944.56,0.98741,7961.5
2022,Kansas,Republic,17,780,*,*,*,13624.39,0.87903,76.5,24192.3,0.8911,52.08,13612.35,0.88781,809
2022,Kansas,Rice,17,790,85380.66,0.9955,8.5,14362.85,1.03422,160.67,22559.62,0.96679,90.17,11485.6,0.87974,1308.75
2022,Kansas,Riley,17,800,75284.73,1.08709,32.33,11425.12,1.0667,503.83,13181.58,1.09155,226.33,9052.83,0.99463,5124.42
2022,Kansas,Rooks,17,810,*,*,*,17042.14,1.03056,84.58,23962.57,1.25412,63.75,10701.6,1.10995,832.75
2022,Kansas,Rush,17,820,*,*,*,12077.09,0.85369,62.58,16199.8,1.12188,38.5,12017.78,0.90472,542.92
2022,Kansas,Russell,17,830,*,*,*,12801.32,0.99132,138.42,23848.31,1.10744,74.67,12623.49,1.01748,963.33
2022,Kansas,Saline,17,840,102290.25,0.95917,43.17,14366.5,1.04025,914.58,22781.65,1.10466,414.33,9490.25,0.90462,6877.17
2022,Kansas,Scott,17,841,*,*,*,23120.64,1.21722,41.92,31858.64,0.89634,35.83,12763.34,0.92434,560.25
2022,Kansas,Sedgwick,17,860,73927.39,0.95824,260.5,11646.07,1.01643,3632.33,18948.23,1.03184,1628.25,10061.66,0.97609,37608.25
